movieId,imdbId,title,year,genres,imdbUrl
58,tt0110877,"Postman, The (Postino, Il)",1994,Comedy|Drama|Romance,http://www.imdb.com/title/tt0110877
60,tt0113419,"Indian in the Cupboard, The",1995,Adventure|Children|Fantasy,http://www.imdb.com/title/tt0113419
61,tt0116260,Eye for an Eye,1996,Drama|Thriller,http://www.imdb.com/title/tt0116260
62,tt0113862,Mr. Holland's Opus,1995,Drama,http://www.imdb.com/title/tt0113862
63,tt0116126,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy|Crime,http://www.imdb.com/title/tt0116126
64,tt0118002,Two if by Sea,1996,Comedy|Romance,http://www.imdb.com/title/tt0118002
65,tt0115683,Bio-Dome,1996,Comedy,http://www.imdb.com/title/tt0115683
66,tt0116839,Lawnmower Man 2: Beyond Cyberspace,1996,Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt0116839
68,tt0113149,French Twist (Gazon maudit),1995,Comedy|Romance,http://www.imdb.com/title/tt0113149
69,tt0113118,Friday,1995,Comedy,http://www.imdb.com/title/tt0113118
70,tt0116367,From Dusk Till Dawn,1996,Action|Comedy|Horror|Thriller,http://www.imdb.com/title/tt0116367
71,tt0113010,Fair Game,1995,Action,http://www.imdb.com/title/tt0113010
72,tt0113537,Kicking and Screaming,1995,Comedy|Drama,http://www.imdb.com/title/tt0113537
73,tt0113828,"Mis?rables, Les",1995,Drama|War,http://www.imdb.com/title/tt0113828
74,tt0115644,Bed of Roses,1996,Drama|Romance,http://www.imdb.com/title/tt0115644
75,tt0115676,Big Bully,1996,Comedy|Drama,http://www.imdb.com/title/tt0115676
76,tt0114367,Screamers,1995,Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt0114367
77,tt0113973,Nico Icon,1995,Documentary,http://www.imdb.com/title/tt0113973
78,tt0112744,"Crossing Guard, The",1995,Action|Crime|Drama|Thriller,http://www.imdb.com/title/tt0112744
79,tt0116731,"Juror, The",1996,Drama|Thriller,http://www.imdb.com/title/tt0116731
80,tt0112445,"White Balloon, The (Badkonake sefid)",1995,Children|Drama,http://www.imdb.com/title/tt0112445
81,tt0114660,Things to Do in Denver When You're Dead,1995,Crime|Drama|Romance,http://www.imdb.com/title/tt0114660
82,tt0112379,Antonia's Line (Antonia),1995,Comedy|Drama,http://www.imdb.com/title/tt0112379
83,tt0114039,Once Upon a Time... When We Were Colored,1995,Drama|Romance,http://www.imdb.com/title/tt0114039
85,tt0112365,Angels and Insects,1995,Drama|Romance,http://www.imdb.com/title/tt0112365
86,tt0118158,White Squall,1996,Action|Adventure|Drama,http://www.imdb.com/title/tt0118158
87,tt0116151,Dunston Checks In,1996,Children|Comedy,http://www.imdb.com/title/tt0116151
88,tt0115697,Black Sheep,1996,Comedy,http://www.imdb.com/title/tt0115697
89,tt0113972,Nick of Time,1995,Action|Thriller,http://www.imdb.com/title/tt0113972
92,tt0117002,Mary Reilly,1996,Drama|Horror|Thriller,http://www.imdb.com/title/tt0117002
93,tt0114825,Vampire in Brooklyn,1995,Comedy|Horror|Romance,http://www.imdb.com/title/tt0114825
94,tt0115639,Beautiful Girls,1996,Comedy|Drama|Romance,http://www.imdb.com/title/tt0115639
95,tt0115759,Broken Arrow,1996,Action|Adventure|Thriller,http://www.imdb.com/title/tt0115759
96,tt0113403,In the Bleak Midwinter,1995,Comedy|Drama,http://www.imdb.com/title/tt0113403
97,tt0113247,"Hate (Haine, La)",1995,Crime|Drama,http://www.imdb.com/title/tt0113247
99,tt0113283,Heidi Fleiss: Hollywood Madam,1995,Documentary,http://www.imdb.com/title/tt0113283
100,tt0115907,City Hall,1996,Drama|Thriller,http://www.imdb.com/title/tt0115907
101,tt0115734,Bottle Rocket,1996,Adventure|Comedy|Crime|Romance,http://www.imdb.com/title/tt0115734
102,tt0117102,Mr. Wrong,1996,Comedy,http://www.imdb.com/title/tt0117102
103,tt0118040,Unforgettable,1996,Mystery|Sci-Fi|Thriller,http://www.imdb.com/title/tt0118040
104,tt0116483,Happy Gilmore,1996,Comedy,http://www.imdb.com/title/tt0116483
105,tt0112579,"Bridges of Madison County, The",1995,Drama|Romance,http://www.imdb.com/title/tt0112579
106,tt0110251,Nobody Loves Me (Keiner liebt mich),1994,Comedy|Drama,http://www.imdb.com/title/tt0110251
107,tt0117110,Muppet Treasure Island,1996,Adventure|Children|Comedy|Musical,http://www.imdb.com/title/tt0117110
108,tt0112646,Catwalk,1996,Documentary,http://www.imdb.com/title/tt0112646
110,tt0112573,Braveheart,1995,Action|Drama|War,http://www.imdb.com/title/tt0112573
111,tt0075314,Taxi Driver,1976,Crime|Drama|Thriller,http://www.imdb.com/title/tt0075314
112,tt0113326,Rumble in the Bronx (Hont faan kui),1995,Action|Adventure|Comedy|Crime,http://www.imdb.com/title/tt0113326
113,tt0115645,Before and After,1996,Drama|Mystery,http://www.imdb.com/title/tt0115645
116,tt0112373,Anne Frank Remembered,1995,Documentary,http://www.imdb.com/title/tt0112373
117,tt0115033,"Young Poisoner's Handbook, The",1995,Crime|Drama,http://www.imdb.com/title/tt0115033
118,tt0116606,If Lucy Fell,1996,Comedy|Romance,http://www.imdb.com/title/tt0116606
119,tt0114536,"Steal Big, Steal Little",1995,Comedy,http://www.imdb.com/title/tt0114536
121,tt0106473,"Boys of St. Vincent, The",1992,Drama,http://www.imdb.com/title/tt0106473
122,tt0103859,Boomerang,1992,Comedy|Romance,http://www.imdb.com/title/tt0103859
123,tt0109424,Chungking Express (Chung Hing sam lam),1994,Drama|Mystery|Romance,http://www.imdb.com/title/tt0109424
125,tt0116324,Flirting With Disaster,1996,Comedy,http://www.imdb.com/title/tt0116324
126,tt0110647,"NeverEnding Story III, The",1994,Adventure|Children|Fantasy,http://www.imdb.com/title/tt0110647
128,tt0110217,Jupiter's Wife,1994,Documentary,http://www.imdb.com/title/tt0110217
129,tt0114131,Pie in the Sky,1996,Comedy|Romance,http://www.imdb.com/title/tt0114131
132,tt0113451,Jade,1995,Thriller,http://www.imdb.com/title/tt0113451
135,tt0116130,Down Periscope,1996,Comedy,http://www.imdb.com/title/tt0116130
137,tt0113756,Man of the Year,1995,Documentary,http://www.imdb.com/title/tt0113756
140,tt0118055,Up Close and Personal,1996,Drama|Romance,http://www.imdb.com/title/tt0118055
141,tt0115685,"Birdcage, The",1996,Comedy,http://www.imdb.com/title/tt0115685
144,tt0112585,"Brothers McMullen, The",1995,Comedy,http://www.imdb.com/title/tt0112585
145,tt0112442,Bad Boys,1995,Action|Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt0112442
146,tt0112342,"Amazing Panda Adventure, The",1995,Adventure|Children,http://www.imdb.com/title/tt0112342
147,tt0112461,"Basketball Diaries, The",1995,Drama,http://www.imdb.com/title/tt0112461
148,tt0112427,"Awfully Big Adventure, An",1995,Drama,http://www.imdb.com/title/tt0112427
149,tt0109093,Amateur,1994,Crime|Drama|Thriller,http://www.imdb.com/title/tt0109093
150,tt0112384,Apollo 13,1995,Adventure|Drama|IMAX,http://www.imdb.com/title/tt0112384
151,tt0114287,Rob Roy,1995,Action|Drama|Romance|War,http://www.imdb.com/title/tt0114287
152,tt0112288,"Addiction, The",1995,Drama|Horror,http://www.imdb.com/title/tt0112288
153,tt0112462,Batman Forever,1995,Action|Adventure|Comedy|Crime,http://www.imdb.com/title/tt0112462
154,tt0061395,Beauty of the Day (Belle de jour),1967,Drama,http://www.imdb.com/title/tt0061395
155,tt0112495,Beyond Rangoon,1995,Adventure|Drama|War,http://www.imdb.com/title/tt0112495
156,tt0112541,Blue in the Face,1995,Comedy|Drama,http://www.imdb.com/title/tt0112541
157,tt0109370,Canadian Bacon,1995,Comedy|War,http://www.imdb.com/title/tt0109370
158,tt0112642,Casper,1995,Adventure|Children,http://www.imdb.com/title/tt0112642
159,tt0112688,Clockers,1995,Crime|Drama|Mystery,http://www.imdb.com/title/tt0112688
160,tt0112715,Congo,1995,Action|Adventure|Mystery|Sci-Fi,http://www.imdb.com/title/tt0112715
161,tt0112740,Crimson Tide,1995,Drama|Thriller|War,http://www.imdb.com/title/tt0112740
162,tt0109508,Crumb,1994,Documentary,http://www.imdb.com/title/tt0109508
163,tt0112851,Desperado,1995,Action|Romance|Western,http://www.imdb.com/title/tt0112851
164,tt0112857,Devil in a Blue Dress,1995,Crime|Film-Noir|Mystery|Thriller,http://www.imdb.com/title/tt0112857
165,tt0112864,Die Hard: With a Vengeance,1995,Action|Crime|Thriller,http://www.imdb.com/title/tt0112864
166,tt0112887,"Doom Generation, The",1995,Comedy|Crime|Drama,http://www.imdb.com/title/tt0112887
168,tt0113071,First Knight,1995,Action|Drama|Romance,http://www.imdb.com/title/tt0113071
169,tt0113114,Free Willy 2: The Adventure Home,1995,Adventure|Children|Drama,http://www.imdb.com/title/tt0113114
170,tt0113243,Hackers,1995,Action|Adventure|Crime|Thriller,http://www.imdb.com/title/tt0113243
171,tt0113464,Jeffrey,1995,Comedy|Drama,http://www.imdb.com/title/tt0113464
172,tt0113481,Johnny Mnemonic,1995,Action|Sci-Fi|Thriller,http://www.imdb.com/title/tt0113481
173,tt0113492,Judge Dredd,1995,Action|Crime|Sci-Fi,http://www.imdb.com/title/tt0113492
174,tt0113500,Jury Duty,1995,Comedy,http://www.imdb.com/title/tt0113500
175,tt0113540,Kids,1995,Drama,http://www.imdb.com/title/tt0113540
176,tt0113677,Living in Oblivion,1995,Comedy,http://www.imdb.com/title/tt0113677
177,tt0113690,Lord of Illusions,1995,Horror,http://www.imdb.com/title/tt0113690
178,tt0107447,Love & Human Remains,1993,Comedy|Drama,http://www.imdb.com/title/tt0107447
179,tt0113729,Mad Love,1995,Drama|Romance,http://www.imdb.com/title/tt0113729
180,tt0113749,Mallrats,1995,Comedy|Romance,http://www.imdb.com/title/tt0113749
181,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,Action|Children,http://www.imdb.com/title/tt0113820
183,tt0110604,Mute Witness,1994,Comedy|Horror|Thriller,http://www.imdb.com/title/tt0110604
184,tt0110620,Nadja,1994,Drama,http://www.imdb.com/title/tt0110620
185,tt0113957,"Net, The",1995,Action|Crime|Thriller,http://www.imdb.com/title/tt0113957
186,tt0113986,Nine Months,1995,Comedy|Romance,http://www.imdb.com/title/tt0113986
187,tt0114095,Party Girl,1995,Comedy,http://www.imdb.com/title/tt0114095
188,tt0114194,"Prophecy, The",1995,Fantasy|Horror|Mystery,http://www.imdb.com/title/tt0114194
189,tt0114241,Reckless,1995,Comedy|Fantasy,http://www.imdb.com/title/tt0114241
190,tt0114323,Safe,1995,Thriller,http://www.imdb.com/title/tt0114323
191,tt0114345,"Scarlet Letter, The",1995,Drama|Romance,http://www.imdb.com/title/tt0114345
193,tt0114436,Showgirls,1995,Drama,http://www.imdb.com/title/tt0114436
194,tt0114478,Smoke,1995,Comedy|Drama,http://www.imdb.com/title/tt0114478
195,tt0114496,Something to Talk About,1995,Comedy|Drama|Romance,http://www.imdb.com/title/tt0114496
196,tt0114508,Species,1995,Horror|Sci-Fi,http://www.imdb.com/title/tt0114508
198,tt0114558,Strange Days,1995,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,http://www.imdb.com/title/tt0114558
199,tt0058450,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",1964,Drama|Musical|Romance,http://www.imdb.com/title/tt0058450
201,tt0114663,Three Wishes,1995,Drama|Fantasy,http://www.imdb.com/title/tt0114663
202,tt0114702,Total Eclipse,1995,Drama|Romance,http://www.imdb.com/title/tt0114702
203,tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,http://www.imdb.com/title/tt0114682
204,tt0114781,Under Siege 2: Dark Territory,1995,Action,http://www.imdb.com/title/tt0114781
205,tt0114798,Unstrung Heroes,1995,Comedy|Drama,http://www.imdb.com/title/tt0114798
206,tt0114805,Unzipped,1995,Documentary,http://www.imdb.com/title/tt0114805
207,tt0114887,"Walk in the Clouds, A",1995,Drama|Romance,http://www.imdb.com/title/tt0114887
208,tt0114898,Waterworld,1995,Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt0114898
209,tt0114928,White Man's Burden,1995,Drama,http://www.imdb.com/title/tt0114928
210,tt0114938,Wild Bill,1995,Western,http://www.imdb.com/title/tt0114938
211,tt0109340,"Browning Version, The",1994,Drama,http://www.imdb.com/title/tt0109340
212,tt0112602,Bushwhacked,1995,Adventure|Comedy|Crime|Mystery,http://www.imdb.com/title/tt0112602
213,tt0111579,Burnt by the Sun (Utomlyonnye solntsem),1994,Drama,http://www.imdb.com/title/tt0111579
214,tt0110882,Before the Rain (Pred dozhdot),1994,Drama|War,http://www.imdb.com/title/tt0110882
215,tt0112471,Before Sunrise,1995,Drama|Romance,http://www.imdb.com/title/tt0112471
216,tt0112508,Billy Madison,1995,Comedy,http://www.imdb.com/title/tt0112508
217,tt0112438,"Babysitter, The",1995,Drama|Thriller,http://www.imdb.com/title/tt0112438
218,tt0112571,Boys on the Side,1995,Comedy|Drama,http://www.imdb.com/title/tt0112571
219,tt0112757,"Cure, The",1995,Drama,http://www.imdb.com/title/tt0112757
220,tt0112643,Castle Freak,1995,Horror,http://www.imdb.com/title/tt0112643
222,tt0112679,Circle of Friends,1995,Drama|Romance,http://www.imdb.com/title/tt0112679
223,tt0109445,Clerks,1994,Comedy,http://www.imdb.com/title/tt0109445
224,tt0112883,Don Juan DeMarco,1995,Comedy|Drama|Romance,http://www.imdb.com/title/tt0112883
225,tt0109635,Disclosure,1994,Drama|Thriller,http://www.imdb.com/title/tt0109635
227,tt0109676,Drop Zone,1994,Action|Thriller,http://www.imdb.com/title/tt0109676
228,tt0112854,Destiny Turns on the Radio,1995,Comedy,http://www.imdb.com/title/tt0112854
229,tt0109579,Death and the Maiden,1994,Drama|Thriller,http://www.imdb.com/title/tt0109579
230,tt0109642,Dolores Claiborne,1995,Drama|Thriller,http://www.imdb.com/title/tt0109642
231,tt0109686,Dumb & Dumber (Dumb and Dumber),1994,Adventure|Comedy,http://www.imdb.com/title/tt0109686
232,tt0111797,Eat Drink Man Woman (Yin shi nan nu),1994,Comedy|Drama|Romance,http://www.imdb.com/title/tt0111797
233,tt0109759,Exotica,1994,Drama,http://www.imdb.com/title/tt0109759
234,tt0109758,Exit to Eden,1994,Comedy,http://www.imdb.com/title/tt0109758
235,tt0109707,Ed Wood,1994,Comedy|Drama,http://www.imdb.com/title/tt0109707
236,tt0113117,French Kiss,1995,Action|Comedy|Romance,http://www.imdb.com/title/tt0113117
237,tt0113097,Forget Paris,1995,Comedy|Romance,http://www.imdb.com/title/tt0113097
238,tt0113028,Far From Home: The Adventures of Yellow Dog,1995,Adventure|Children,http://www.imdb.com/title/tt0113028
239,tt0113198,"Goofy Movie, A",1995,Animation|Children|Comedy|Romance,http://www.imdb.com/title/tt0113198
240,tt0113303,Hideaway,1995,Thriller,http://www.imdb.com/title/tt0113303
241,tt0113089,Fluke,1995,Children|Drama,http://www.imdb.com/title/tt0113089
242,tt0109771,Farinelli: il castrato,1994,Drama|Musical,http://www.imdb.com/title/tt0109771
243,tt0113199,Gordy,1995,Children|Comedy|Fantasy,http://www.imdb.com/title/tt0113199
246,tt0110057,Hoop Dreams,1994,Documentary,http://www.imdb.com/title/tt0110057
247,tt0110005,Heavenly Creatures,1994,Crime|Drama,http://www.imdb.com/title/tt0110005
248,tt0110066,Houseguest,1994,Comedy,http://www.imdb.com/title/tt0110066
249,tt0110116,Immortal Beloved,1994,Drama|Romance,http://www.imdb.com/title/tt0110116
250,tt0110006,Heavyweights (Heavy Weights),1995,Children|Comedy,http://www.imdb.com/title/tt0110006
251,tt0113360,"Hunted, The",1995,Action,http://www.imdb.com/title/tt0113360
252,tt0110099,I.Q.,1994,Comedy|Romance,http://www.imdb.com/title/tt0110099
253,tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,Drama|Horror,http://www.imdb.com/title/tt0110148
254,tt0113463,Jefferson in Paris,1995,Drama,http://www.imdb.com/title/tt0113463
255,tt0110189,"Jerky Boys, The",1995,Comedy,http://www.imdb.com/title/tt0110189
256,tt0110216,Junior,1994,Comedy|Sci-Fi,http://www.imdb.com/title/tt0110216
257,tt0113501,Just Cause,1995,Mystery|Thriller,http://www.imdb.com/title/tt0113501
258,tt0113538,"Kid in King Arthur's Court, A",1995,Adventure|Children|Comedy|Fantasy|Romance,http://www.imdb.com/title/tt0113538
259,tt0113552,Kiss of Death,1995,Crime|Drama|Thriller,http://www.imdb.com/title/tt0113552
260,tt0076759,Star Wars: Episode IV - A New Hope,1977,Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt0076759
261,tt0110367,Little Women,1994,Drama,http://www.imdb.com/title/tt0110367
262,tt0113670,"Little Princess, A",1995,Children|Drama,http://www.imdb.com/title/tt0113670
263,tt0110296,Ladybird Ladybird,1994,Drama,http://www.imdb.com/title/tt0110296
265,tt0103994,Like Water for Chocolate (Como agua para chocolate),1992,Drama|Fantasy|Romance,http://www.imdb.com/title/tt0103994
266,tt0110322,Legends of the Fall,1994,Drama|Romance|War|Western,http://www.imdb.com/title/tt0110322
267,tt0110443,Major Payne,1995,Comedy,http://www.imdb.com/title/tt0110443
269,tt0107566,My Crazy Life (Mi vida loca),1993,Drama,http://www.imdb.com/title/tt0107566
270,tt0110391,Love Affair,1994,Drama|Romance,http://www.imdb.com/title/tt0110391
271,tt0113691,Losing Isaiah,1995,Drama,http://www.imdb.com/title/tt0113691
272,tt0110428,"Madness of King George, The",1994,Comedy|Drama,http://www.imdb.com/title/tt0110428
273,tt0109836,Mary Shelley's Frankenstein (Frankenstein),1994,Drama|Horror|Sci-Fi,http://www.imdb.com/title/tt0109836
274,tt0113755,Man of the House,1995,Comedy,http://www.imdb.com/title/tt0113755
275,tt0110538,Mixed Nuts,1994,Comedy,http://www.imdb.com/title/tt0110538
276,tt0110516,Milk Money,1994,Comedy|Romance,http://www.imdb.com/title/tt0110516
277,tt0110527,Miracle on 34th Street,1994,Drama,http://www.imdb.com/title/tt0110527
278,tt0113808,Miami Rhapsody,1995,Comedy,http://www.imdb.com/title/tt0113808
279,tt0113896,My Family,1995,Drama,http://www.imdb.com/title/tt0113896
280,tt0113870,Murder in the First,1995,Drama|Thriller,http://www.imdb.com/title/tt0113870
281,tt0110684,Nobody's Fool,1994,Comedy|Drama|Romance,http://www.imdb.com/title/tt0110684
282,tt0110638,Nell,1994,Drama,http://www.imdb.com/title/tt0110638
283,tt0113967,New Jersey Drive,1995,Crime|Drama,http://www.imdb.com/title/tt0113967
284,tt0117169,New York Cop (Ny? Y?ku no koppu),1993,Action|Crime,http://www.imdb.com/title/tt0117169
285,tt0106402,Beyond Bedlam,1993,Drama|Horror,http://www.imdb.com/title/tt0106402
287,tt0110671,Nina Takes a Lover,1994,Comedy|Romance,http://www.imdb.com/title/tt0110671
288,tt0110632,Natural Born Killers,1994,Action|Crime|Thriller,http://www.imdb.com/title/tt0110632
289,tt0110737,Only You,1994,Comedy|Romance,http://www.imdb.com/title/tt0110737
290,tt0110729,Once Were Warriors,1994,Crime|Drama,http://www.imdb.com/title/tt0110729
291,tt0114151,Poison Ivy II,1996,Drama|Thriller,http://www.imdb.com/title/tt0114151
292,tt0114069,Outbreak,1995,Action|Drama|Sci-Fi|Thriller,http://www.imdb.com/title/tt0114069
293,tt0110413,L?on: The Professional (a.k.a. The Professional) (L?on),1994,Action|Crime|Drama|Thriller,http://www.imdb.com/title/tt0110413
294,tt0114113,"Perez Family, The",1995,Comedy|Romance,http://www.imdb.com/title/tt0114113
295,tt0114210,"Pyromaniac's Love Story, A",1995,Comedy|Romance,http://www.imdb.com/title/tt0114210
296,tt0110912,Pulp Fiction,1994,Comedy|Crime|Drama|Thriller,http://www.imdb.com/title/tt0110912
298,tt0105652,Pushing Hands (Tui shou),1992,Drama,http://www.imdb.com/title/tt0105652
299,tt0110889,Priest,1994,Drama,http://www.imdb.com/title/tt0110889
300,tt0110932,Quiz Show,1994,Drama,http://www.imdb.com/title/tt0110932
301,tt0114129,Picture Bride (Bijo photo),1994,Drama|Romance,http://www.imdb.com/title/tt0114129
302,tt0110963,"Queen Margot (Reine Margot, La)",1994,Drama|Romance,http://www.imdb.com/title/tt0110963
303,tt0114214,"Quick and the Dead, The",1995,Action|Thriller|Western,http://www.imdb.com/title/tt0114214
304,tt0114296,Roommates,1995,Comedy|Drama,http://www.imdb.com/title/tt0114296
305,tt0110907,Ready to Wear (Pret-A-Porter),1994,Comedy,http://www.imdb.com/title/tt0110907
306,tt0111495,Three Colors: Red (Trois couleurs: Rouge),1994,Drama,http://www.imdb.com/title/tt0111495
307,tt0108394,Three Colors: Blue (Trois couleurs: Bleu),1993,Drama,http://www.imdb.com/title/tt0108394
308,tt0111507,Three Colors: White (Trzy kolory: Bialy),1994,Comedy|Drama,http://www.imdb.com/title/tt0111507
310,tt0114268,Rent-a-Kid,1995,Comedy,http://www.imdb.com/title/tt0114268
311,tt0110965,Relative Fear,1994,Horror|Thriller,http://www.imdb.com/title/tt0110965
312,tt0114571,Stuart Saves His Family,1995,Comedy,http://www.imdb.com/title/tt0114571
313,tt0111333,"Swan Princess, The",1994,Animation|Children,http://www.imdb.com/title/tt0111333
314,tt0111112,"Secret of Roan Inish, The",1994,Children|Drama|Fantasy|Mystery,http://www.imdb.com/title/tt0111112
315,tt0111255,"Specialist, The",1994,Action|Drama|Thriller,http://www.imdb.com/title/tt0111255
316,tt0111282,Stargate,1994,Action|Adventure|Sci-Fi,http://www.imdb.com/title/tt0111282
317,tt0111070,"Santa Clause, The",1994,Comedy|Drama|Fantasy,http://www.imdb.com/title/tt0111070
318,tt0111161,"Shawshank Redemption, The",1994,Crime|Drama,http://www.imdb.com/title/tt0111161
319,tt0111149,Shallow Grave,1994,Comedy|Drama|Thriller,http://www.imdb.com/title/tt0111149
320,tt0108260,Suture,1993,Film-Noir|Thriller,http://www.imdb.com/title/tt0108260
321,tt0106966,Strawberry and Chocolate (Fresa y chocolate),1993,Drama,http://www.imdb.com/title/tt0106966
322,tt0114594,Swimming with Sharks,1995,Comedy|Drama,http://www.imdb.com/title/tt0114594
324,tt0111309,"Sum of Us, The",1994,Comedy|Drama,http://www.imdb.com/title/tt0111309
325,tt0113936,National Lampoon's Senior Trip,1995,Comedy,http://www.imdb.com/title/tt0113936
326,tt0110081,To Live (Huozhe),1994,Drama,http://www.imdb.com/title/tt0110081
327,tt0114614,Tank Girl,1995,Action|Comedy|Sci-Fi,http://www.imdb.com/title/tt0114614
328,tt0114608,Tales from the Crypt Presents: Demon Knight,1995,Horror|Thriller,http://www.imdb.com/title/tt0114608
329,tt0111280,Star Trek: Generations,1994,Adventure|Drama|Sci-Fi,http://www.imdb.com/title/tt0111280
330,tt0114609,Tales from the Hood,1995,Action|Crime|Horror,http://www.imdb.com/title/tt0114609
